Title,Company,Location,Salary,Experience,Posted,Apply Link
.NET Developer,Bloom Infotech,Mohali,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/net-developer-job-in-mohali-at-bloom-infotech1749737315
Field Sales Executive,Samyak Infotech Private Limited,Ahmedabad,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-field-sales-executive-job-in-ahmedabad-at-samyak-infotech-private-limited1749735984
Associate Graphic Designer,Climate And Sustainability Initiative,Delhi(Hybrid),"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/associate-graphic-designer-job-in-delhi-at-climate-and-sustainability-initiative1749731646
Graphic Designer,International Institute Of Fashion Technology,Bhopal,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/graphic-designer-job-in-bhopal-at-international-institute-of-fashion-technology1749731576
AI Graphic Design,Jet Learn,Delhi,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-ai-graphic-design-job-in-delhi-at-jet-learn1749729655
Fashion Designer,Roots By Sujata Agrawal,Ahmedabad,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/fashion-designer-job-in-ahmedabad-at-roots-by-sujata-agrawal1749729413
Telecaller,Etherea Essentia,Gurgaon,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-telecaller-job-in-gurgaon-at-etherea-essentia1749728303
Telecaller,Debtcare Enterprises Private Limited,Chennai,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/telecaller-job-in-chennai-at-debtcare-enterprises-private-limited1749727445
Human Resources (HR) Executive,Techdome Solutions Private Limited,"Indore,Hyderabad","₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/human-resources-hr-executive-job-in-multiple-locations-at-techdome-solutions-private-limited1749727346
Finance Executive - Mumbai,Karthik Rao,Work from home,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-finance-executive-job-at-karthik-rao1749725865
Travel Executive,Japji Travel,Delhi,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/travel-executive-job-in-delhi-at-japji-travel1749724925
Human Resources (HR) Executive,Mechatronics Systems Private Limited,Pune,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/human-resources-hr-executive-job-in-pune-at-mechatronics-systems-private-limited1749723027
Associate Creative Designer,Cue Entertainment,Bangalore,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/associate-creative-designer-job-in-bangalore-at-cue-entertainment1749717473
Subject Matter Expert - Chemical Engineering,Vaidik EduServices Private Limited,Work from home,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-subject-matter-expert-chemical-engineering-job-at-vaidik-eduservices-private-limited1749713775
Subject Matter Expert - Electrical Engineering,Vaidik EduServices Private Limited,Work from home,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-subject-matter-expert-electrical-engineering-job-at-vaidik-eduservices-private-limited1749713662
Associate Aerospace Engineer,AKSI AEROSPACE,Sangareddy,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/associate-aerospace-engineer-job-in-sangareddy-at-aksi-aerospace1749713452
Data Analytics Executive,Vindiata Consulting Private Limited,Work from home,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-data-analytics-executive-job-at-vindiata-consulting-private-limited1749713352
Office Admin,TryCatch Classes,Mumbai,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/office-admin-job-in-mumbai-at-trycatch-classes1749713086
Human Resources (HR) Associate,DeepNexus.in,Coimbatore(Hybrid),"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-human-resources-hr-associate-job-in-coimbatore-at-deepnexusin1749712079
Computer Hardware And Software Installation Eng,Maruti Computers,Mumbai,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/computer-hardware-and-software-installation-eng-job-in-mumbai-at-maruti-computers1749711182
Junior Travel & Tourism Specialist,Impact Digital Services Private Limited,Delhi,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-junior-travel-tourism-specialist-job-in-delhi-at-impact-digital-services-private-limited1749707630
Associate Video Editor,Toehold Travel & Photography Private Limited,Bangalore,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-associate-video-editor-job-in-bangalore-at-toehold-travel-photography-private-limited1749638603
Corporate Sales Executive,Conference And Exhibition Management Services Private Limited,Delhi,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/corporate-sales-executive-job-in-delhi-at-conference-and-exhibition-management-services-private-limited1749643608
Front Desk Executive,Agarwal And Gehlot Realtors Pvt. Ltd.,"Delhi,Ghaziabad,Greater Noida,Noida","₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/front-desk-executive-job-in-multiple-locations-at-agarwal-and-gehlot-realtors-pvt-ltd1749641676
Emergency Call Respondent,Celestial Telecare LLP,Kochi,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-emergency-call-respondent-job-in-kochi-at-celestial-telecare-llp1749637220
Office Assistant,LUCIFER AND HESPER (INDIA)PRIVATE LIMITED,Ahmedabad,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-office-assistant-job-in-ahmedabad-at-lucifer-and-hesper-indiaprivate-limited1749636852
Content Writer,TheCoinRepublic,Gurgaon,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-content-writer-job-in-gurgaon-at-thecoinrepublic1749630222
Business Development Executive,EduGorilla Community Private Limited,Lucknow,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-business-development-executive-job-in-lucknow-at-edugorilla-community-private-limited1749629018
Recruiter,Byteforce Private Limited,Vadodara,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/recruiter-job-in-vadodara-at-byteforce-private-limited1749621964
Sales Cold Calling,Kallakunta Healthcare Services Private Limited (Primera Dental Hub),Work from home,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-sales-cold-calling-job-at-kallakunta-healthcare-services-private-limited-primera-dental-hub1749617313
Junior Operations Executive,Masterkey Hospitality,Work from home,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-junior-operations-executive-job-at-masterkey-hospitality1749582037
Junior Search Engine Optimization (SEO) Executive,Silver Oak Properties,Gurgaon,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-junior-search-engine-optimization-seo-executive-job-in-gurgaon-at-silver-oak-properties1749536174
Client Acquisition Executive,Brandwizz Communications Private Limited,Kolkata,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-client-acquisition-executive-job-in-kolkata-at-brandwizz-communications-private-limited1749197393
Sales And Marketing Executive,RenB Digital,Work from home,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/remote-sales-and-marketing-executive-job-at-renb-digital1749042851
Administration Executive,Tech Helm Solutions,Kolkata,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-administration-executive-job-in-kolkata-at-tech-helm-solutions1748089687
Junior Market Research Executive,Bare International,"Aligarh,Alibag,Dibrugarh,Kurukshetra,Machilipatnam,Mysuru,Solan,Tenali,Dungarpur,Kayamkulam,Hamirpur,Chalakudy,Odisha,Champhai,Wokha,Bangalore,Goa Velha,Manipur,Leh,Karnataka","₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-remote-part-time-junior-market-research-executive-job-at-bare-international1747378450
Social Media,India IVF Fertility Clinic,Noida,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-social-media-job-in-noida-at-india-ivf-fertility-clinic1747227356
Field Sales Executive,Juno Tourism LLP,"Ahmedabad,Kolkata,Hyderabad","₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-field-sales-executive-job-in-multiple-locations-at-juno-tourism-llp1746431068
Business Development Manager,Candid Solutions,Mumbai,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/part-time-business-development-manager-job-in-mumbai-at-candid-solutions1745393545
Accountant,Lacreata Multibusiness Private Limited,Kolkata,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/accountant-job-in-kolkata-at-lacreata-multibusiness-private-limited1743678717
Graduate Student For Financial Advisor,Money Honey Financial Services Private Limited,Mumbai,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-graduate-student-for-financial-advisor-job-in-mumbai-at-money-honey-financial-services-private-limited1751502826
General English Trainer,Career Craft Consultants India Private Limited,Vadodara,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/general-english-trainer-job-in-vadodara-at-career-craft-consultants-india-private-limited1750379681
Junior Account Executive,Agrinext Consultancy,Pune,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/junior-account-executive-job-in-pune-at-agrinext-consultancy1750186958
Car Driver,Zimson Watches,Bangalore,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",5 year(s),3 weeks ago,https://internshala.com/job/detail/car-driver-job-in-bangalore-at-zimson-watches1749754888
Business Development,Setindiabiz,Noida,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/business-development-job-in-noida-at-setindiabiz1749617228
Telesales Executive,Setindiabiz,Noida,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-telesales-executive-job-in-noida-at-setindiabiz1749617117
Insurance Executive,Olive Trees Consulting,"Guwahati,Kolkata","₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",2 year(s),3 weeks ago,https://internshala.com/job/detail/insurance-executive-job-in-multiple-locations-at-olive-trees-consulting1749616452
Team Leader (CDIT Retail),Reliance Retail,"Chandigarh,Delhi,Gurgaon,Noida","₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",3 year(s),3 weeks ago,https://internshala.com/job/detail/team-leader-cdit-retail-job-in-multiple-locations-at-reliance-retail1749495628
Client Services Executive,EASYFix Handy Solutions India Private Limited,Gurgaon,"₹ 2,00,000 - 3,00,000₹ 2,00,000 - 3,00,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-client-services-executive-job-in-gurgaon-at-easyfix-handy-solutions-india-private-limited1749103758
Virtual Assistance,Gosource,"Navi Mumbai,Turbhe","₹ 2,00,000 - 2,94,000₹ 2,00,000 - 2,94,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-virtual-assistance-job-in-multiple-locations-at-gosource1750405776
Administration Executive (FEMALES ONLY),The Magic Tree,Noida,"₹ 2,00,000 - 2,90,000₹ 2,00,000 - 2,90,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-administration-executive-job-in-noida-at-the-magic-tree1751477583
Junior Graphic Designer,Mideaseed Marketing,Patna,"₹ 2,00,000 - 2,90,000₹ 2,00,000 - 2,90,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/junior-graphic-designer-job-in-patna-at-mideaseed-marketing1751373210
Field Executive (Real Estate Valuation),Mulyankan,Bhiwani,"₹ 2,00,000 - 2,90,000₹ 2,00,000 - 2,90,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-field-executive-real-estate-valuation-job-in-bhiwani-at-mulyankan1750431046
Assistant Fashion Merchandiser,Design Cube,Kolkata,"₹ 2,00,000 - 2,90,000₹ 2,00,000 - 2,90,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-assistant-fashion-merchandiser-job-in-kolkata-at-design-cube1750236478
Customer Support Associate,Axi Workforce Pvt Ltd,Kolkata,"₹ 2,00,000 - 2,90,000₹ 2,00,000 - 2,90,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-customer-support-associate-job-in-kolkata-at-axi-workforce-pvt-ltd1749727661
Chef,Urmila Ben Nu Rasodu,Indore,"₹ 2,00,000 - 2,90,000₹ 2,00,000 - 2,90,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-chef-job-in-indore-at-urmila-ben-nu-rasodu1749637269
Subject Matter Expert (Accounts & Finance),Requin Solutions Private Limited,Jaipur,"₹ 2,00,000 - 2,84,000₹ 2,00,000 - 2,84,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/subject-matter-expert-accounts-finance-job-in-jaipur-at-requin-solutions-private-limited1749623276
Manager - Accounts & Finance,Rawka Agrawal & Company,Indore(Hybrid),"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/manager-accounts-finance-job-in-indore-at-rawka-agrawal-company1750856606
Graphic Designer-CorelDraw (Male),ScienceUtsav,Bangalore,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-graphic-designer-coreldraw-male-job-in-bangalore-at-scienceutsav1750666933
Junior Talent Acquisition Associate,Zeeplework,Work from home,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-junior-talent-acquisition-associate-job-at-kartik-r1751514189
Human Resources (HR) Executive,Disha Consultancy,Indore,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/human-resources-hr-executive-job-in-indore-at-disha-consultancy1751469550
Administration Executive,Pushpa Jewellers Private Limited,Kolkata,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/administration-executive-job-in-kolkata-at-pushpa-jewellers-private-limited1751374848
Community Marketing Manager,MYTRA,Pune(Hybrid),"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/community-marketing-manager-job-in-pune-at-mytra1751362775
Field Sales Executive,NyquistTech Solutions,Work from home,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-field-sales-executive-job-at-nyquisttech-solutions1751335332
Digital Marketing Executive,Martech Simplified Pvt Ltd,Navi Mumbai,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/digital-marketing-executive-job-in-navi-mumbai-at-martech-simplified-pvt-ltd1751255817
Business Development Associate,VR WORLD,Work from home,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-business-development-associate-job-at-vr-world1751200067
Junior Corporate Sales Executive,Dhanyaayai Enterprises,"Pune,Mumbai","₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/junior-corporate-sales-executive-job-in-multiple-locations-at-dhanyaayai-enterprises1750932383
Junior Travel & Tourism Executive,Global Corporate Tour,Dehradun,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-junior-travel-tourism-executive-job-in-dehradun-at-global-corporate-tour1750931644
Brand Writer / Language Strategist,Vasterior,Gautam Buddha Nagar(Hybrid),"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-brand-writer-language-strategist-job-in-gautam-buddha-nagar-at-vasterior1750493917
Straight Talk Acquisition Manager,Foundation Wealth Capital Avenues LLP,Delhi,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/straight-talk-acquisition-manager-job-in-delhi-at-foundation-wealth-capital-avenues-llp1750474700
Sales And Marketing Executive,SR Spark Innovations,"Chandigarh,Zirakpur,Panchkula","₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/sales-and-marketing-executive-job-in-multiple-locations-at-sr-spark-innovations1750303435
Associate - Mutual Fund Research & Data Analysis,Fintune,Pune,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-associate-mutual-fund-research-data-analysis-job-in-pune-at-fintune1750162959
Corporate Sales Executive,Toshi Automation Solutions Limited,Ghaziabad,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/corporate-sales-executive-job-in-ghaziabad-at-toshi-automation-solutions-limited1749960483
Field Sales Executive,Aquvio,Varanasi,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-field-sales-executive-job-in-varanasi-at-aquvio1749651748
Relationship Manager,VG Learning Destination,Delhi,"₹ 2,00,000 - 2,80,000₹ 2,00,000 - 2,80,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-relationship-manager-job-in-delhi-at-vg-learning-destination1749615716
Sales And Marketing Executive (Female),Scan Holdings Private Limited,Delhi,"₹ 2,00,000 - 2,75,000₹ 2,00,000 - 2,75,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-sales-and-marketing-executive-female-job-in-delhi-at-scan-holdings-private-limited1750329807
Training Operations Executive,Candid Solutions,Mumbai,"₹ 2,00,000 - 2,75,000₹ 2,00,000 - 2,75,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/training-operations-executive-job-in-mumbai-at-candid-solutions1745576682
Digital Marketing Manager,PepDeal Infotech Private Limited,Mumbai,"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/digital-marketing-manager-job-in-mumbai-at-pepdeal-infotech-private-limited1751374280
Junior Architect,PCA + Designs,Work from home,"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-junior-architect-job-at-pca-designs1750930089
Web Developer,Benetor's,Work from home,"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-part-time-web-developer-job-at-benetors1750791558
Telesales Exeutive,Hash Digitech,Ghaziabad,"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/telesales-exeutive-job-in-ghaziabad-at-hash-digitech1750760359
Lead Engagement Executive,Sampannata Enterprises Private Limited (Finclu),Work from home,"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-remote-part-time-lead-engagement-executive-job-at-sampannata-enterprises-private-limited-finclu1750754600
Junior Social Media Marketing Executive,Searchonic,Ahmedabad,"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/junior-social-media-marketing-executive-job-in-ahmedabad-at-searchonic1750330565
Graphic Designer,Homyns Projects Pvt Ltd,Ahmedabad(Hybrid),"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/graphic-designer-job-in-ahmedabad-at-homyns-projects-pvt-ltd1750228586
Accountant,ANK Edge OPC Private Limited,Noida,"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/accountant-job-in-noida-at-ank-edge-opc-private-limited1750219464
Entrepreneur In Residence - Founders Office,Elixir Platforms,Work from home,"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/remote-entrepreneur-in-residence-founders-office-job-at-elixir-platforms1750043228
Junior Social Media Marketing Manager,Essence Design,Gurgaon,"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/part-time-junior-social-media-marketing-manager-job-in-gurgaon-at-essence-design1749902196
Junior Social Media Marketing Executive,Vardhman Airport Solutions Private Limited,Delhi(Hybrid),"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/junior-social-media-marketing-executive-job-in-delhi-at-vardhman-airport-solutions-private-limited1749788819
Image Retoucher,Suruchi Sable,Mumbai,"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/image-retoucher-job-in-mumbai-at-suruchi-sable1749638505
Customer Support Associate,ETeam,,"₹ 2,00,000 - 2,70,000₹ 2,00,000 - 2,70,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-customer-support-associate-job-in-multiple-locations-at-eteam1749841211
Human Resources (HR) Executive,QA Solvers,Varanasi,"₹ 2,00,000 - 2,65,000₹ 2,00,000 - 2,65,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-human-resources-hr-executive-job-in-varanasi-at-qa-solvers1751278753
Business Development Executive,Mahalaxmi Enterprises,Kolhapur,"₹ 2,00,000 - 2,65,000₹ 2,00,000 - 2,65,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/business-development-executive-job-in-kolhapur-at-mahalaxmi-enterprises1750733846
Backend Content Moderation,Tech-Fi Technologies Private Limited,Work from home,"₹ 2,00,000 - 2,65,000₹ 2,00,000 - 2,65,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-remote-backend-content-moderation-job-at-tech-fi-technologies-private-limited1750427304
Telecaller,Solitaire Valley,Noida,"₹ 2,00,000 - 2,65,000₹ 2,00,000 - 2,65,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-telecaller-job-in-noida-at-solitaire-valley1750320609
Accountant,BENGAL TRADING CO,Kolkata,"₹ 2,00,000 - 2,65,000₹ 2,00,000 - 2,65,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/accountant-job-in-kolkata-at-bengal-trading-co1749961704
Customer Acquisition Specialist,Myfurries.com,Noida,"₹ 2,00,000 - 2,65,000₹ 2,00,000 - 2,65,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/customer-acquisition-specialist-job-in-noida-at-myfurriescom1749731707
Junior Video Editor,Dolphin Ad World Private Limited,Mumbai,"₹ 2,00,000 - 2,64,000₹ 2,00,000 - 2,64,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/junior-video-editor-job-in-mumbai-at-dolphin-ad-world-private-limited1749707182
Customer Acquisition Executive,Hys & Beauty Private Limited,Gurgaon,"₹ 2,00,000 - 2,64,000₹ 2,00,000 - 2,64,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-customer-acquisition-executive-job-in-gurgaon-at-hys-beauty-private-limited1751371921
Junior Video Editor,Paul Guthikonda Productions Private Limited,Hyderabad,"₹ 2,00,000 - 2,64,000₹ 2,00,000 - 2,64,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/junior-video-editor-job-in-hyderabad-at-paul-guthikonda-productions-private-limited1750403156
Digital Marketing Executive,WantASanta Private Limited,Ahmedabad,"₹ 2,00,000 - 2,60,000₹ 2,00,000 - 2,60,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/digital-marketing-executive-job-in-ahmedabad-at-wantasanta-private-limited1750139862
Sales Coordinator,Ignify Careers,Mumbai(Hybrid),"₹ 2,00,000 - 2,60,000₹ 2,00,000 - 2,60,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/sales-coordinator-job-in-mumbai-at-ignify-careers1750392757
Education Counsellor,Kevin Shelly,Navi Mumbai,"₹ 2,00,000 - 2,60,000₹ 2,00,000 - 2,60,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-education-counsellor-job-in-navi-mumbai-at-kevin-shelly1751476352
Property Manager,Kivaara,"Alwar,Bhiwadi,Tijara,Kishangarh Bas","₹ 2,00,000 - 2,60,000₹ 2,00,000 - 2,60,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-property-manager-job-in-multiple-locations-at-kivaara1751460920
Field Sales Executive,BLEAT,"Delhi,Ghaziabad,Noida","₹ 2,00,000 - 2,60,000₹ 2,00,000 - 2,60,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/field-sales-executive-job-in-multiple-locations-at-bleat1751382106
Software Engineer,ACI Automation Private Limited,Chennai,"₹ 2,00,000 - 2,60,000₹ 2,00,000 - 2,60,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-software-engineer-job-in-chennai-at-aci-automation-private-limited1751358168
